iter	Passed	Remaining
1666	21087	4212
1667	21099	4199
1668	21114	4187
1669	21119	4173
1670	21132	4160
1671	21142	4147
1672	21152	4134
1673	21169	4122
1674	21183	4110
1675	21184	4095
1676	21197	4082
1677	21210	4070
1678	21225	4057
1679	21238	4045
1680	21247	4032
1681	21262	4019
1682	21309	4013
1683	21320	4000
1684	21344	3990
1685	21351	3976
1686	21360	3963
1687	21376	3951
1688	21390	3938
1689	21398	3925
1690	21409	3912
1691	21422	3899
1692	21433	3886
1693	21434	3871
1694	21448	3859
1695	21463	3847
1696	21477	3834
1697	21490	3822
1698	21505	3809
1699	21516	3797
1700	21531	3784
1701	21544	3772
1702	21550	3758
1703	21564	3745
1704	21575	3732
1705	21582	3719
1706	21594	3706
1707	21607	3693
1708	21621	3681
1709	21631	3668
1710	21644	3655
1711	21656	3643
1712	21672	3630
1713	21687	3618
1714	21697	3605
1715	21710	3593
1716	21724	3580
1717	21736	3567
1718	21751	3555
1719	21765	3543
1720	21774	3529
1721	21783	3516
1722	21799	3504
1723	21800	3490
1724	21814	3477
1725	21827	3465
1726	21836	3451
1727	21847	3438
1728	21860	3426
1729	21867	3412
1730	21885	3401
1731	21895	3387
1732	21911	3375
1733	21924	3363
1734	21929	3349
1735	21943	3336
1736	21958	3324
1737	21968	3311
1738	21980	3298
1739	21981	3284
1740	21995	3272
1741	22006	3259
1742	22015	3246
1743	22029	3233
1744	22043	3221
1745	22055	3208
1746	22069	3196
1747	22080	3183
1748	22086	3169
1749	22100	3157
1750	22109	3144
1751	22122	3131
1752	22135	3118
1753	22145	3105
1754	22158	3093
1755	22169	3080
1756	22183	3068
1757	22190	3054
1758	22205	3042
1759	22221	3030
1760	22231	3017
1761	22238	3003
1762	22253	2991
1763	22263	2978
1764	22268	2964
1765	22279	2952
1766	22286	2938
1767	22299	2926
1768	22314	2913
1769	22324	2900
1770	22334	2887
1771	22347	2875
1772	22362	2863
1773	22373	2850
1774	22384	2837
1775	22396	2824
1776	22409	2812
1777	22420	2799
1778	22432	2786
1779	22447	2774
1780	22459	2761
1781	22472	2749
1782	22481	2736
1783	22496	2723
1784	22511	2711
1785	22525	2699
1786	22526	2685
1787	22539	2672
1788	22549	2659
1789	22565	2647
1790	22568	2633
1791	22579	2620
1792	22592	2608
1793	22609	2596
1794	22620	2583
1795	22634	2570
1796	22643	2557
1797	22652	2544
1798	22666	2532
1799	22675	2519
1800	22758	2514
1801	22766	2501
1802	22780	2489
1803	22791	2476
1804	22804	2463
1805	22819	2451
1806	22829	2438
1807	22845	2426
1808	22846	2412
1809	22862	2399
1810	22870	2386
1811	22884	2374
1812	22888	2360
1813	22903	2348
1814	22920	2336
1815	22931	2323
1816	22945	2310
1817	22959	2298
1818	22970	2285
1819	22972	2272
1820	22980	2258
1821	22996	2246
1822	23011	2234
1823	23024	2221
1824	23037	2209
1825	23050	2196
1826	23060	2183
1827	23075	2171
1828	23089	2158
1829	23103	2146
1830	23112	2133
1831	23125	2120
1832	23140	2108
1833	23156	2095
1834	23171	2083
1835	23187	2071
1836	23200	2058
1837	23213	2045
1838	23227	2033
1839	23238	2020
1840	23252	2008
1841	23266	1995
1842	23273	1982
1843	23288	1970
1844	23300	1957
1845	23314	1944
1846	23325	1932
1847	23339	1919
1848	23347	1906
1849	23357	1893
1850	23364	1880
1851	23379	1868
1852	23388	1855
1853	23401	1842
1854	23414	1830
1855	23419	1817
1856	23430	1804
1857	23443	1791
1858	23452	1778
1859	23465	1766
1860	23474	1753
1861	23479	1740
1862	23492	1727
1863	23508	1715
1864	23519	1702
1865	23527	1689
1866	23538	1676
1867	23547	1663
1868	23561	1651
1869	23575	1638
1870	23592	1626
1871	23607	1614
1872	23620	1601
1873	23633	1589
1874	23648	1576
1875	23661	1563
1876	23672	1551
1877	23679	1538
1878	23689	1525
1879	23702	1512
1880	23709	1499
1881	23721	1487
1882	23738	1474
1883	23749	1462
1884	23757	1449
1885	23758	1436
1886	23771	1423
1887	23785	1410
1888	23798	1398
1889	23799	1385
1890	23814	1372
1891	23822	1359
1892	23835	1347
1893	23846	1334
1894	23860	1322
1895	23869	1309
1896	23880	1296
1897	23896	1284
1898	23912	1271
1899	23927	1259
1900	23936	1246
1901	23947	1233
1902	23961	1221
1903	23974	1208
1904	23991	1196
1905	23998	1183
1906	24013	1171
1907	24027	1158
1908	24041	1146
1909	24057	1133
1910	24068	1120
1911	24080	1108
1912	24095	1095
1913	24109	1083
1914	24124	1070
1915	24139	1058
1916	24151	1045
1917	24160	1032
1918	24168	1020
1919	24181	1007
1920	24190	994
1921	24205	982
1922	24227	970
1923	24253	958
1924	24267	945
1925	24279	932
1926	24290	920
1927	24300	907
1928	24314	894
1929	24325	882
1930	24339	869
1931	24340	856
1932	24353	844
1933	24365	831
1934	24378	818
1935	24391	806
1936	24405	793
1937	24414	781
1938	24428	768
1939	24439	755
1940	24449	743
1941	24465	730
1942	24474	717
1943	24485	705
1944	24499	692
1945	24513	680
1946	24523	667
1947	24536	654
1948	24552	642
1949	24560	629
1950	24571	617
1951	24583	604
1952	24597	591
1953	24612	579
1954	24621	566
1955	24632	554
1956	24647	541
1957	24662	529
1958	24675	516
1959	24685	503
1960	24701	491
1961	24707	478
1962	24719	465
1963	24736	453
1964	24749	440
1965	24761	428
1966	24775	415
1967	24790	403
1968	24801	390
1969	24813	377
1970	24824	365
1971	24841	352
1972	24855	340
1973	24871	327
1974	24879	314
1975	24893	302
1976	24909	289
1977	24922	277
1978	24932	264
1979	24943	251
1980	24953	239
1981	24969	226
1982	24978	214
1983	24992	201
1984	25007	188
1985	25022	176
1986	25036	163
1987	25050	151
1988	25059	138
1989	25072	125
1990	25087	113
1991	25100	100
1992	25115	88
1993	25128	75
1994	25139	63
1995	25148	50
1996	25163	37
1997	25176	25
1998	25189	12
1999	25198	0
